61,58,58,61,64,65,64,65,57,58,58,59,58,58,58,58,58,58,58,58,58,57,61,62,63,61,57,57,61,62,63,62,63,62,
61,58,58,61,62,63,62,63,57,58,58,62,63,62,63,62,63,62,63,59,58,57,61,64,65,61,57,57,61,64,65,64,65,64,
61,58,58,61,64,65,64,65,57,58,58,64,65,64,65,64,65,64,65,59,58,57,61,62,63,61,57,57,61,62,63,62,63,62,
61,58,58,61,61,61,61,61,57,58,58,62,63,62,63,62,63,62,63,58,58,57,61,64,65,61,57,57,61,64,65,64,65,64,
61,58,59,62,63,61,62,63,57,58,58,64,65,64,65,64,65,64,65,58,58,57,61,62,63,61,57,57,61,62,63,62,63,62,
61,58,58,64,65,61,64,65,57,58,59,59,58,58,57,57,57,57,58,58,60,57,61,64,65,61,57,57,61,64,65,64,65,64,
61,58,58,62,63,61,62,63,57,60,60,58,58,58,57,57,57,57,58,58,60,57,61,62,63,61,57,57,62,63,61,62,63,62,
61,58,58,64,65,61,64,65,57,57,57,57,57,57,57,62,63,57,57,57,57,57,61,64,65,61,57,57,64,65,61,64,65,64,
61,58,58,60,58,57,57,61,61,61,61,61,61,57,57,64,65,57,57,61,61,61,61,61,61,61,57,57,61,61,61,62,63,62,
61,58,59,58,58,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,61,61,61,64,65,64,
61,62,63,62,63,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,61,61,61,62,63,62,
61,64,65,64,65,61,61,61,61,61,61,61,61,61,61,56,56,61,61,61,61,61,61,61,61,61,61,61,61,61,61,64,65,64,
